Workshopname,Kategorie,Datum,Land,Location,Studio Name,URL_E,Art,Level,Beschreibung,Trainer,Uhrzeit
Intro to Aerial Hammock,Yoga,"Samstag, 27. April 2024",,Einzelticket,Vertical - Pole Aerial Dance,https://www.eversports.de/e/workshop/UhrDbEL,Workshop,,"Wir starten schwerelos und mit fließenden Bewegungen in den Tag! Im Aerial Hammock Basics Workshop lernst du verschiedene Einstiege und Figuren am Aerial Hammock, die wir flüssig miteinander verbinden. Es sind keine Vorerfahrungen notwendig :)",,09:30 - 11:00
Einsteiger-Workshop,Poledance,"Samstag, 16. März 2024",,Einsteiger-Workshop,Star Poledance,https://www.eversports.de/e/workshop/ed2c8lW,Workshop,,"Nach einem gemütlichen Kennenlernen beginnen wir mit dem Warm-up, gefolgt von einem kleinen Kraft- und Technikteil. Im Anschluss lernst du anhand einer Choreographie deine ersten tänzerischen Grundelemente. Das Ergebnis wird sich garantiert sehen lassen! Nach einem Cool-down hast du die Möglichkeit, dich über unsere Kurse zu informieren und alle Fragen beantwortet zu bekommen, die dir unter den Nägeln brennen :-)",,10:30 - 12:30
Poledance Einsteiger Workshop,Poledance,"Begann am Montag, 4. März 2024",,Beginner Workshop Poledance,PoleRoom Braunschweig,https://www.eversports.de/e/workshop/fx6DrZ8,Workshop,,"Du wolltest Poledance schon immer mal ausprobieren? Genau jetzt ist die richtige Zeit dafür. Auf in ein neues sportliches Abenteuer! Entdecke Dich neu und spüre wie diese Sportart Deinem Körpergefühl und Deinem Selbstbewusstsein neuen Schwung verleiht! Inhalt: 4 Poledance-Einheiten/ 4 Wochen - inklusive der kostenlosen Nutzung des freien Trainings (Open Class) mehrmals pro Woche Was trägst du beim Poledance? Beim Poledance trägst Du eine kurze Sporthose (am besten eine kurze Hotpants), einen Sport-BH und Top und bringst bitte ein Mikrofasertuch, sowie ein Getränk (keine Glasflaschen) mit. Wir trainieren auf Socken und/ oder barfuß. Turnschuhe sind nicht erforderlich. Beim Warm Up kannst du gerne mit einer Jacke und Jogging Hose drüber starten. Schmuck (Ringe, Armbänder, Ketten etc.) und Piercings MÜSSEN (!) abgelegt werden, da sonst das Verletzungsrisiko erhöht ist und die Stangen beschädigt werden. Bitte bringe ein Mikrofaser-Tuch mit zu den Kursen! Viel Spaß bei Deinem ersten Ausflug in die aufregende Welt des Poledance! Dein PoleRoom Team",,"Büchnerstraße 10, 38118 Braunschweig"
Poledance Einsteiger Workshop - 4 Wochen,Poledance,"Beginnt am Montag, 1. April 2024",,Beginner Workshop Poledance,PoleRoom Braunschweig,https://www.eversports.de/e/workshop/0oN3kSH,Workshop,,"Du wolltest Poledance schon immer mal ausprobieren? Genau jetzt ist die richtige Zeit dafür - Auf in ein neues sportliches Abenteuer! Teste den Pole Sport und unser Studio einen Monat lang auf Herz und Nieren und bekomme einen Eindruck, wie es ist eine Polerina zu sein. Entdecke Dich neu und spüre wie diese Sportart Deinem Körpergefühl und Deinem Selbstbewusstsein neuen Schwung verleiht! Inhalt: 4 Poledance-Einheiten/ 4 Wochen - inklusive der kostenlosen Nutzung des freien Trainings (Open Class) mehrmals pro Woche - für nur 69 Euro Was trägst du beim Poledance? Beim Poledance trägst Du eine kurze Sporthose (am besten eine kurze Hotpants), einen Sport-BH und Top und bringst bitte ein eigenes Mikrofasertuch, sowie ein Getränk (keine Glasflaschen) mit. Wir trainieren auf Socken und/ oder barfuß. Turnschuhe sind nicht erforderlich. Beim Warm Up kannst du gerne mit einer Jacke und Jogging Hose drüber starten. Schmuck (Ringe, Armbänder, Ketten etc.) und Piercings MÜSSEN (!) abgelegt werden, da sonst das Verletzungsrisiko erhöht ist und die Stangen beschädigt werden. Viel Spaß bei Deinem ersten Ausflug in die aufregende Welt des Poledance! Dein PoleRoom Team",,"Büchnerstraße 10, 38118 Braunschweig"
Aerial Hoop Partner Workshop,Aerial Hoop,"Sonntag, 14. April 2024",,"Büchnerstraße 10, 38118 Braunschweig",PoleRoom Braunschweig,https://www.eversports.de/e/workshop/1pzXUtZ,Workshop,,"Doppelt hält besser! Der Luftring ist eins der am besten geeignetsten Aerial Geräte um zu zweit einzelne Figuren oder sogar ganze Performances zu machen. Ob einfach den Partner im Hoop spiegeln oder eine Spektakuläre Hebe (-Halte) Figur, gemeinsam im Ring begeistert man mehr! Für unseren Workshop brauchst du keine große Vorerfahrung am Hoop und auch nicht zwingend einen festen Partner. Wenige Grundkenntnisse am Hoop oder gute Kenntnisse in einer anderen Aerial Sportart (Pole, Silk o.ä.) reichen aus. Ob du dich zusammen mit deinem Partner, einem Freund anmelden möchtest oder alleine kommst, ist egal.  Woran musst du denken vor unserem Workshop? Bitte ziehe lange, enge Sportkleidung an. Socken und zusätzlich dicke Socken zum Überziehen. Vergesse dein Getränk nicht. Sarah und Isabo freuen sich auf euch. Wir wollen Dich in die Welt der Partner Akrobatik entführen und bringen Dir einige wunderschöne Kombinationen mit Partner, am Luftring bei.",,16:00 - 18:00
Split & Straddle Technik Online Workshop,Vinyasa Yoga,"Freitag, 22. März 2024",,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Yoga and Pole Art by Selina,https://www.eversports.de/e/workshop/Zk4neM3,Workshop,,"Du trainierst schon länger an deinem Spagat oder an deiner Grätsche? Kommst aber nicht wirklich weiter und verstehst nicht warum? Dann wird dieser Workshop dir helfen weiter zu kommen. In diesem Workshop kläre ich dich über typische Fehler beim Spagat Training auf und zeige dir unterschiedliche Spagat-Dehn-Techniken, die du zukünftig und sofort in deinem Training anwenden kannst. Zudem gebe ich dir neue Stretching Sequenzen an die Hand, damit du spielerisch und Spaß an deinem Spagat trainieren kannst. Dieser Workshop ist für jedes Level geeignet! Egal wo du mit deinem Spagat gerade stehst, du wirst neuen Input mitnehmen! Für den Workshop brauchst du folgendes Equipment: Yoga Matte, Yoga Blöcke, Stretchingbänder und eine Wand Der Kurs wird Online über Zoom stattfinden. Eine Aufzeichnung wird ebenfalls aufgenommen und kann für 24h angeschaut werden. Der Link zur Aufzeichnung wird nach dem Kurs an die in Eversports hinterlegte E-Mail Adresse versendet.",,18:00 - 19:30
Split on Pole (Intermediate) Online Workshop,Poledance,"Freitag, 29. März 2024",,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Yoga and Pole Art by Selina,https://www.eversports.de/e/workshop/VnmCBGD,Workshop,,"Du liebst Spagat Figuren und brauchst neue Variationen an der Stange? Dann wird dir der Workshop sehr viel Spaß machen! Ich zeige dir sehr viele unterschiedliche Split-Tricks. Selbstverständlich werde ich dir auch Variationen zeigen, falls du noch nicht vollständig in einen Spagat gehen kannst. Du solltest in folgenden Figuren sicher sein: Invert , Outside und Inside Leg Hang Format: Online Du brauchst: Selbstverständlich eine Pole ;) Dauer: 90 Minuten",,12:00 - 13:30
Yoga Rad Einsteiger Online Workshop,Yoga Wheel,"Samstag, 6. April 2024",,Einzelticket Workshops 90 Minuten,Yoga and Pole Art by Selina,https://www.eversports.de/e/workshop/qdYG4WC,Workshop,,"Du hast wenig bis gar keine Yoga Erfahrung oder kennst das Yoga Rad garnicht? Dann ist der Yoga Rad Einsteigerkurs genau das richtige. Ich zeige dir die Grundlagen und mit welchen Übungen du am besten startet. Du wirst Kräftigungsübungen kennenlernen und Dehnübungen für Rumpf und Beine. Format: Online Du brauchst: Ein Yoga Rad mind. Durchmesser 33cm, 2 Yoga Blöcke und eine Matte. Dauer: 90 Minuten",,18:00 - 19:30
Competition Pole Tricks Intermediate & Advanced Level Online Workshop,Poledance,"Freitag, 12. April 2024",,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Yoga and Pole Art by Selina,https://www.eversports.de/e/workshop/M4MjCdo,Workshop,,"In diesem Workshop unterrichte ich 6-8 Pole Tricks die sich für eine Competition eignen und ggf. auch im sogenannten Code of Points der IPSF zu finden sind. Die International Pole Sports Federation (IPSF) ist eine gemeinnützige, weltweit tätige Organisation, die von der Global Association of International Sports Federations (GAISF) als Beobachtermitglied anerkannt wurde und als internationaler Dachverband für den Pole Sportes fungiert. Die IPSF ist der Dachverband der nationalen Pole Sport Verbände und richtet jährlich die Weltmeisterschaften im Pole Sport aus. Du solltest für den Workshop folgende Tricks sicher beherrschen: Für den Kurs benötigst du deine eigne Stange zu Hause, Grip und ein Handtuch. Der Workshop dauert 90 Minuten und wird aufgezeichnet. Beachte, dass der Workshop nur stattfindet wenn mehr als 2. Personen angemeldet sind. Dann wird der Workshop auch aufgezeichnet und du hast die Möglichkeit ihn nachzuholen. Die Aufzeichnung beliebt für 24h bestehen.",,18:00 - 19:30
Spinning Pole Combos Intermediate Online Workshop,Poledance,"Mittwoch, 1. Mai 2024",,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Yoga and Pole Art by Selina,https://www.eversports.de/e/workshop/bi8m5zs,Workshop,,"In diesem Workshop dreht sich alles um Spinning Pole Combos. Welche Tricks kann man sehr gut an der Spinning Pole machen? Drehe ich besser vorwärts oder rückwärts? Wo sind Schwungpunkte in einer Combo? All diese Fragen und noch mehr beantworte ich dir in diesem Workshop. Selbstverständlich anhand mehrerer kleiner Combos. Du solltest in folgenden Figuren sicher sein: Invert, Outside und Inside Leg hang sowie Butterfly und Flatline Scorpio. Format: Online Du brauchst: Selbstverständlich eine Pole ;) Dauer: 90 Minuten Der Kurs wird Online über Zoom stattfinden. Eine Aufzeichnung wird ebenfalls aufgenommen und kann für 24h angeschaut werden. Der Link zur Aufzeichnung wird nach dem Kurs an die in Eversports hinterlegte E-Mail Adresse versendet.",,11:00 - 12:30
Shoulder Mobility (4 Wochen Intensivkurs),Dehnung/Flexibilität,"Beginnt am Samstag, 4. Mai 2024",,"Dieses Studio benutzt Zoom als Streaming Anbieter. Lade dir die entsprechende App auf deinen Laptop, Tablet oder Smartphone herunter",Yoga and Pole Art by Selina,https://www.eversports.de/e/workshop/B_H90J1,Workshop,,"In diesem 4 Wochen Intensivkurs trainieren wir die Kraft und die Beweglichkeit in der Schulter und im oberen Rücken. Für das Pole Sport Training, Handstand oder auch Backbend Training eine hervorragende Grundlage! Du wirst deinen Aufbau der Schultermuskulatur sowie mögliche Beweglichkeitsdefizite kennenlernen. Du bekommst zahlreiche Kräftigungs- und Beweglichkeitsübungen für dein eigenes Training und hast durch die kleine Gruppengröße jederzeit die Möglichkeit Fragen zu stellen. Nach den 4 Wochen wirst du bereits unterschiede in deiner Schultermobilität spüren und verstanden haben, wie du entsprechenden Muskelgruppen aktivierst.  Der Intensivkurs ist für alle Level. Es wird für jedes Level eine Variante geben!  Dauer: Jeder Kurs dauert 75 Minuten.  Du benötigst: - Yoga Matte - 2 Yoga Blöcke - Stretching Band (alternativ ein Handtuch) - eine Wand - Optional: Yoga Wheel",,Online
Yoga Rad Online Workshop: Schwerpunkt Backbends,Yoga Wheel,"Sonntag, 19. Mai 2024",,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Yoga and Pole Art by Selina,https://www.eversports.de/e/workshop/ccLkJAE,Workshop,,"In diesem Workshop Special zeige ich dir, wie du das Yoga Rad optimal für deine Backbends nutzen und dadurch verbessern kannst. Es wird mehrere Sequenzen geben, die aufeinander aufbauen, um sich am Ende besser und vor allem sicherer und stabiler im Backbend zu fühlen. Zusätzlich erkläre ich dir unterschiedliche Atemtechniken, die dich bei den Rückbeugen unterstützen werden. Der Kurs ist für jedes Yogi Level geeignet. Es wird zu den Übungen immer eine leichte, mittlere und schwerere Option geben. Format: Online & 24h Aufzeichnung falls man nicht dran teilnehmen kann (Achtung: Eine Aufzeichnung entsteht nur, wenn zwei Personen Live dabei sind!) Du brauchst: Ein Yoga Rad mind. Durchmesser 33cm, 2 Yoga Blöcke, eine Matte und Geduld ;) Dauer: 90 Minuten",,11:00 - 12:30
Schnupperstunde Poledance,Poledance,"Sonntag, 24. März 2024",,13:30 - 14:30,Pole for Soul GbR,https://www.eversports.de/e/workshop/CehT5V7,Workshop,,"Trau dich und beginne jetzt! Damit du uns und den außergewöhnlichen Sport kennen lernen kannst, bieten wir in regelmäßigen Abständen Schnupperstunden für Poledance an. Hierbei lernst du die ersten Schritte an der Pole und kannst dich langsam an diesen Sport rantasten. Die Figuren verbinden wir dann in einer schönen Einstiegschoreo. Jeder kann an der Schnupperstunde teilnehmen. Du benötigst keine Vorkenntnisse oder irgendeine sportliche Grundlage. Hauptsache du möchtest etwas für dich tun und neue Dinge ausprobieren. Nach der Stunde haben wir genug Zeit, um über deine Wünsche und Fragen zu sprechen und den passenden Kurs für dich zu finden",,13:30 - 14:30
SENSUAL POLE FLOW mit Natalie - in Quierschied,Poledance,"Samstag, 23. März 2024",,Workshop 120 Minuten,Aerial Art Poledance,https://www.eversports.de/e/workshop/y8LqNM9,Workshop,,"Zu dem wunderschönen verträumten Song - TOO FAR von INDIGO möchte ich dich einladen eine schöne sensual Pole Choreografie zu tanzen. Der Song lädt nur so ein in eine verträumte Phantasie einzutauchen wo wir unsere weibliche aber auch starke Seite zeigen dürfen. Es ist ein Wechsel aus beidem welches dich sicher ein wenig herausfordernd wird. Unsere Moves sind nichts für Anfänger und du solltest eine sichere schnelle Pirouette und starke Fanlegs beherrschen. Außerdem ist auch eine abgeschwächte Form des Power Spins mit einem Drop in der Choreo enthalten so dass du auch diese, nicht gerade einfachen Moves schon zumindest einmal probiert haben solltest.  Aber auch hier werde ich dir Alternativen anbieten können falls es doch zu schwierig wird. Am besten meldest Du dich persönlich bei mir falls du unsicher bist mit der Teilnahme und wir beraten das ganze gemeinsam <3 :) Du solltest auf jeden Fall Knieschoner mitbringen und dein Style kann lässig - sexy sein .. oder einfach nur lässig , fliegende Hosen lockere hemde sind gerne willkommen. Ich freu mich sehr auf dich  Natalie",,14:00 - 16:00
Aerial Hammock mit Vanessa Vilchis in Quierschied,Poledance,"Samstag, 6. April 2024",,"Ticket für Sa. 06.04.2024, 14:00 - 16:00",Aerial Art Poledance,https://www.eversports.de/e/workshop/-xFs2y7,Workshop,,"Was euch in diesem Workshop erwartet:    Dieser Workshops ist für alle Level geeignet findet ab 7 Anmeldungen statt. Buchst du beide Workshops, zahlst du pro Ticket nur 40 Euro :) Melde dich dazu bitte direkt im Aerial Art Büro.   Über Vanessa:  Ich bin eine mexikanische Künstlerin, die sich der Kunst und dem Zirkus verschrieben hat. Ich habe mehr als 10 Jahre Erfahrung als Luftakrobatin und 5 Jahre als Lehrerin.   Ich habe an verschiedenen Festivals und internationalen Zirkussen mit Shows teilgenommen und gebe derzeit permanenten Unterricht in Bensheim, Mannheim, Mainz und Wiesbaden, sowie verschiedene Workshops in mehreren Städten Deutschlands. Ich freue mich sehr auf euch, eure Vanessa.",,14:00 - 16:00
Aerial Silks mit Vanessa Vilchis in Quierschied,Poledance,"Samstag, 6. April 2024",,16:30 - 18:30,Aerial Art Poledance,https://www.eversports.de/e/workshop/XIjmMIv,Workshop,,"Was euch in diesem Workshop erwartet:    Dieser Workshops ist für alle Level geeignet findet ab 7 Anmeldungen statt. Buchst du beide Workshops, zahlst du pro Ticket nur 40 Euro :) Melde dich dazu bitte direkt im Aerial Art Büro.   Über Vanessa:  Ich bin eine mexikanische Künstlerin, die sich der Kunst und dem Zirkus verschrieben hat. Ich habe mehr als 10 Jahre Erfahrung als Luftakrobatin und 5 Jahre als Lehrerin.   Ich habe an verschiedenen Festivals und internationalen Zirkussen mit Shows teilgenommen und gebe derzeit permanenten Unterricht in Bensheim, Mannheim, Mainz und Wiesbaden, sowie verschiedene Workshops in mehreren Städten Deutschlands. Ich freue mich sehr auf euch, eure Vanessa.",,16:30 - 18:30
Zusatztermin: Unholy - Floowork Workshop mit Alex in Quierschied,Workshop,"Sonntag, 14. April 2024",,Workshop 90 Minuten,Aerial Art Poledance,https://www.eversports.de/e/workshop/IhXUeyj,Workshop,,"There ist nothing good for women, in being a 'good woman'! - unter diesem Motto feiern wir unseren Körper. Und das geht wohl am besten zum heißesten Song überhaupt: ""Unholy"" - von Sam Smith. Dieser provokanter Song ruft gerade zu nach einer sexy Floorwork-Choreo, also schnapp dir ein sexy Outfit, deine Pleaser-Heels und Knieschoner und mach mit mir den Boden unsicher. Level: Beginner Outfit: Knieschoner und ein Outfit, dass fühlen lässt.  Schuhe: Boots (optional Pleaser Sandalen) Es ist möglich in Socken zu tanzen aber in Boots ist es viel einfacher und angenehmer. Schreib mir gerne, falls du Fragen hast. Ich freu mich auf dich! Deine Alex",,13:00 - 14:30
Stretching - Spagat,Stärkung/Flexibilität,"Beginnt am Montag, 8. April 2024",,20:20 - 21:20,Luftbonbon,https://www.eversports.de/e/workshop/PqgxSSN,Workshop,,"Entdecke die Freiheit des Körpers mit unserem Stretching-Kurs!Bist du bereit, deinem Körper eine neue Dimension von Beweglichkeit zu verleihen?Dann ist der Stretching-Kurs bei Helena genau das richtige für dich.In dem 6 Wochen-Blockkurs lernst du verschiedene Techniken, wie du deinem Spagat immer näher kommst und daran arbeiten kannst. Egal, ob du noch nie einen Spagat versucht hast, oder schon sehr erfahren bist - unser Kurs ist für alle Level geeignet. Wir gehen individuell auf deine Bedürfnisse ein und helfen dir Schritt für Schritt deine Ziele zu erreichen.In den letzten 2 Wochen des Kurses erfährst du, wie ein starker Rücken der Schlüssel zum Erfolg ist! Unser Spagat-Kurs konzentriert sich nicht nur auf die Beine, sondern betont auch die Bedeutung eines starken und flexiblen Rückens, dies wird dir helfen deinem Traum vom Spagat zu verwirklichen.Mit kontinuierlichem Training und Hingabe wirst du die Freude erleben, dich leicht und mühelos in einen Spagat zu bewegen. Spüre die Stärke und den Stolz, wenn du deine Grenzen überwindest und dich in die faszinierende Welt des Spagats begibst.Wir freuen uns darauf, dich auf dieser Reise zu begleiten!",,"Königstraße 45, 32547 Bad Oeynhausen"
Frame Up Choreo mit Anna,Tanz,"Samstag, 23. März 2024",,"Mühlstraße 98, 63741 Aschaffenburg",Vertical - Pole Aerial Dance,https://www.eversports.de/e/workshop/VJq5Njd,Workshop,,"Ohne Pole / alle Level Der Workshop findet auf Englisch statt: In this class we will learn a choreography based on basic elements. We will work with musicality and energy. Frame Up is a dynamic heels dance style incorporating exploratory movement, intricate technique, and captivating energy based on strip plastic. At the end we can make video shooting if you want :) What-to-bring:It’s better to wear comfortable clothes during class. You can either wear shoes (Plateau-Heels), or be barefoot/in socks. It is advisable to take knee pads with you About Anna:My name is Anna. I have 10 years of dance experience and have participated in many dance competitions. I easily find a common language with different people, I know how to set students up for productive work and a good mood. I am ex-member of the dance team: frame up strip under the direction of Anastasia Yurasova.",,18:00 - 19:30
LET'S BURLESQUE!,Tanz,"Samstag, 6. April 2024",,"Mühlstraße 98, 63741 Aschaffenburg",Vertical - Pole Aerial Dance,https://www.eversports.de/e/workshop/LL6Knk0,Workshop,,"-Mit Stage Kitten * La Kitty Bailarin * -Glitzer, Glamour & Gute Laune stehen in diesem Tanzspecial ganz oben auf der Agenda. Werft Euch in Schale und lasst es Outfit-technisch so richtig krachen! Ob Burlesque, Pin-up oder 20iger Jahre Stil ist dabei völlig egal. Hauptsache es wird groß, bunt, glitzernd und glamurös. Denkt auch gern an euer Make-up sowie die passenden Accessoires wie Federboa, Fächer, Handschuhe, Overknees, Zigarettenhalter oder Kopfschmuck. Eurer Fantasie sind hier keine Grenzen gesetzt.""Let's Talk about Burlesque""Zu Beginn des Specials starten wir mit einer kleinen ""Talk & Technik"" Runde. Wir lernen einige Fun Facts zur Entstehung des ""erotischen Entertainments"" und schauen uns an was Burlesque ausmacht. Im Anschluss folgt ein kurzes Warm-up.""Let's Burlesque""In diesem Teil des Specials erarbeiten wir eine kleine Tanzchoreo - evtl. mit zur Hilfenahme eines Stuhls. Dabei legen wir den Fokus auf unsere Weiblichkeit, unsere Ausstrahlung und das ""erotische Entertainment""...im Klartext: wir lassen auch die Hüllen fallen! Hierbei geht es hauptsächlich um das stilvolle ""Ausziehen"" von Federboas, Schals, Handschuhen und Overknees. Selbstverständlich dürft ihr auch Ober- und Unterteile fallen lassen - denkt jedeoch bitte daran, dass Burlesque KEIN reiner Striptease ist und habt noch eine Lage drunter ;-)""Do's & Dont's in this Burlesque Class""DOs: Glitzer, Glitter, Glamour, Bunt, Comedy, ggf. 2-lagiges Outfit, ausgefallenes Make-up, Kopfschmuck, Federboa, Fächer, Handschuhe, Overknees, Zigarettenhalter - plane mindestens 2 Dinge zum ""Ausziehen"" ein! Wenn du Schuhe anziehen möchtest, dann gern Ballarinas oder Tanzschuhe mit kleinem Absatz.DONT's: Nippelblitzer & Co, Exotic oder Strip Heels, reine Gothic oder Lack & Leder OutfitsIch freu mich auf Euch!Eure * La Kitty Bailarin *",,14:00 - 15:30
Aerial Yoga Open Level,Aerial Yoga,"Beginnt am Freitag, 15. März 2024",,"Honsellstraße 1A, 76185 Karlsruhe",FlyHigh Aerial Fitness,https://www.eversports.de/e/workshop/i9Z1RrD,Workshop,,"Falls du noch keine Kundin von FlyHigh bist, schreib uns bitte eine Mail an info@flyhighstudio.de mit deinem Vor-und Nachnamen und wir lassen dir einen Link zur Anmeldung zukommen. Bei Anmeldung ohne vorheriger Email wird deine Anmeldung von uns Storniert. Diese Veranstaltung ist für alle offen, egal ob du bereits Aerial Yoga praktizierst oder damit anfangen möchtest. Aerial Yoga ist eine Abwandlung vom klassischen Yoga und beinhaltet verschiedene Elemente aus der Luftakrobatik. Dein Hilfsmittel ist das Tuch, auch Hammock genannt, an welchem du dein Körpergewicht abgeben kannst. Dies führt zu einer Entlastung der Wirbelsäule und ist somit eine schonende Sportart. Die Übungen mit dem Tuch sorgen für Kräftigung der Muskulatur, Dehnung und Koordination. Unsere erfahrene Aerial Yoga Lehrerin, Tanja, steht euch während des gesamten Kurses zur Seite. Tanja ist nicht nur eine leidenschaftliche Yogalehrerin, sondern auch speziell ausgebildet in Aerial Yoga. Ihre Expertise und ihre einfühlsame Art machen diesen Kurs zu einer inspirierenden Reise für alle Teilnehmer. Die begrenzten Plätze ermöglichen eine persönliche Betreuung und individuelle Anpassung der Übungen. In unserem Aerial Yoga Kurs übst du in einem Tuch und teilst dir im Gegensatz zu unseren anderen Kursen nicht das Tuch mit den anderen. Des weiteren ist die Teilnehmerzahl limitiert um dir eine schöne Zeit anbieten zu können. Also, schnappt euch eure Yogamatte und lasst uns gemeinsam in die Welt des Aerial Yoga eintauchen! Meldet euch noch heute an, um sicherzustellen, dass ihr einen Platz in diesem einzigartigen Kurs habt. Wir freuen uns darauf, euch im FlyHigh zu begrüßen und gemeinsam zu schweben! Namaste, dein FlyHigh Team",,"Honsellstraße 1A, 76185 Karlsruhe"
Pole Beginner 2 - First STEPS  WS,Poledance,"Begann am Sonntag, 25. Februar 2024",,15:30 - 16:30,Polea - Pole and Aerial Dance,https://www.eversports.de/e/workshop/xXl3mKf,Workshop,,"Dieser 4 wöchige Workshop folgt auf den Beginner Workshop 1. Hier wirst du auf die laufenden Kurse vorbereitet. Du erlernst weiter grundlegende Basics, die für die Teilnahme an den laufenden Kursen relevant sind. Voraussetzung um in diesem Kurs teilnehmen zu können, ist die abgeschlossene Teilnahme des Beginner Workshop 1 und ein sauberes Klettern auf beiden Seiten :).",,"Budenheimer Parkallee 5, 55257 Budenheim"
Exotic Pole Dance | Beginner,Poledance,"Sonntag, 24. März 2024",,Einzelticket,Pole Dance Krefeld,https://www.eversports.de/e/workshop/_LQRruK,Workshop,,"Es ist eine völlig andere Art sich um die Stange zu bewegen. Hier tanzen wir an einer statischen Stange. Dieser Tanzstil konzentriert sich oft auf langsamere, fließende Bewegungen. Der Fokus liegt auf Körperhaltung, Beinarbeit und der sinnlichen Ausstrahlung. Exotic Pole enthält sowohl Elemente an der Stange als auch auf dem Boden. Der Kurs ist speziell für Pole Schüler aus den unteren Leveln, die keinerlei Exotic Erfahrung haben, es aber gerne mal ausprobieren möchten. Wer High Heels (Pleaser) hat, darf diese gerne mitbringen. Ansonsten kann die Choreo auch ohne Heels getanzt werden. Vorkenntnisse: Pole Dance Level 0-2",,13:30 - 15:30
Chair Dance | alle Level,Chairdance,"Samstag, 13. April 2024",,Einzelticket,Pole Dance Krefeld,https://www.eversports.de/e/workshop/-vGIMzu,Workshop,,"Lernt in 2 Stunden eine schöne aber auch sexy Choreografie auf und mit dem Stuhl. Wer neugierig ist, was man mit so einem Stuhl alles machen kann oder wer es bereits kennt und die wöchentlichen Kurse ganz doll vermisst, der ist hier herzlich willkommen. Kleidung: Leggings und Socken (keine High Heels) Vorkenntnisse: Keine",,12:30 - 14:30
Pole Dance Probestunde,Poledance,"Beginnt am Freitag, 22. März 2024",,"Ticket für Fr. 22.03.2024, 19:00 - 20:00",Flow Fusion Pole-Aerial-Dance Studio,https://www.eversports.de/e/workshop/WolEQan,Workshop,,"Die Probestunde ist kostenfrei, jedoch ist eine vorherige Online-Anmeldung erforderlich. ﻿Es sind keine tänzerischen Vorkenntnisse / sportliche Vorerfahrungen notwendig. Bei der Probestunde lernst du einfache Drehungen und Figuren um die Stange. Ziel ist es, dass du einen Eindruck über diese Sportart bekommst und danach entscheiden kannst, ob du weitermachen möchtest. WAS BENÖTIGST DU FÜR DIE ERSTE STUNDE? Wichtig! Creme deine Haut für einen guten Halt an der Stange vor dem Training nicht ein.",,"Platenstraße 64, 90441 Nürnberg"
Stretching & Mobility,Stretching,"Freitag, 22. März 2024",,"Platenstraße 64, 90441 Nürnberg",Flow Fusion Pole-Aerial-Dance Studio,https://www.eversports.de/e/workshop/8lOcxEO,Workshop,,"Der Kurs ist kostenfrei, jedoch ist eine vorherige Online-Anmeldung erforderlich. Bei Stretching und Mobility geht es hauptsächlich um die Verbesserung der Beweglichkeit, was nicht nur für Pole Dance, sondern auch für den Alltag sehr wichtig ist. Beim Stretching-Kurs arbeiten wir an Spagat, Backbend (Rückenbeweglichkeit) und Schulterbeweglichkeit. Hier kommen sowohl die aktiven als auch die passiven Dehnmethoden im Einsatz.",,18:15 - 18:45
Burlesque Fusion Dance Workshop,Choreographie,"Samstag, 23. März 2024",,"Platenstraße 64, 90441 Nürnberg",Flow Fusion Pole-Aerial-Dance Studio,https://www.eversports.de/e/workshop/EeidvQO,Workshop,,"Early Bird Preis: 35 EUR bis 10.03.24, danach Normalpreis: 40 EUR Unser Workshop bietet eine aufregende Einführung in die Kunst des Burlesque Dance. Lerne verführerische Bewegungen und eine sinnliche Choreographie. Dieser Workshop ist für alle geeignet, die Lust auf Spaß, Selbstbewusstsein und eine Prise Glamour haben. Keine Vorkenntnisse erforderlich – sei einfach du selbst und erlebe eine unvergessliche Zeit voller Sinnlichkeit und Stil! Mitbringen:  Nach dem Workshop Sekt, Snacks, Torte ",,17:00 - 18:30
Strip Plastic mit BendyGio,Poledance,"Freitag, 22. März 2024",,"Ticket für Fr. 22.03.2024, 17:00 - 18:30",Pole and Move Heidelberg,https://www.eversports.de/e/workshop/xpUUbAx,Workshop,,"Achtung!!! In diesem Workshop wird es heiß! BendyGio wird dir eine sexy Choreographie beibringen, dir Floorwork und tolle Figuren an der Pole kombiniert. Der Fokus liegt in diesem Workshop außerdem darauf, die eigenen Gefühle anhand von sinnlichen Bewegungen auszudrücken und mit der innerlichen Stärke zu verbinden. BendyGio wird dir zudem einige coole akrobatische Bewegungen beibringen, die im Flow integriert sind. Die Tricks wird sie dir Stück für Stück erklären, sodass du die richtige Technik lernst. Dieser Workshop ist für alle Level geeignet.",,17:00 - 18:30
